-0.120322,-0.251099,0.816038
-0.134488,-0.286577,0.82898
-0.103873,-0.254405,0.93452
-0.130792,-0.290719,0.737394
-0.144442,-0.316611,0.802037
-0.0713263,-0.182483,0.888327
-0.0932124,-0.180736,0.873977
-0.0891244,-0.340863,0.818475
-0.0753915,-0.233151,0.873466
-0.000974089,-0.181422,0.805353
-0.127041,-0.272305,0.72697
-0.074887,-0.185488,0.874472
-0.0904643,-0.190647,0.905956
-0.0680799,-0.259119,0.743277
-0.106097,-0.333325,0.986425
-0.152934,-0.252549,0.824845
-0.158137,-0.23644,0.828873
-0.140134,-0.285035,0.82482
-0.13956,-0.256132,0.738935
-0.143432,-0.269239,0.828636
-0.0781706,-0.243666,0.869751
-0.111546,-0.327198,0.956214
-0.0744123,-0.283051,0.84403
-0.0924256,-0.382482,0.920729
-0.0592821,-0.326085,0.799648
-0.122358,-0.388348,0.926696
-0.0669306,-0.180995,0.845515
-0.0992062,-0.182344,0.866339
-0.101458,-0.173751,0.88276
-0.101807,-0.18051,0.859272
-0.0758461,-0.326149,0.838812
-0.157018,-0.261218,0.817662
-0.115584,-0.236787,0.670202
-0.137635,-0.251995,0.832357
-0.124217,-0.232572,0.749481
-0.141986,-0.22114,0.744068
-0.145907,-0.315334,0.799361
-0.153633,-0.294211,0.799049
-0.0712672,-0.297382,0.828952
-0.0708757,-0.311492,0.816694
-0.0521653,-0.247593,0.626963
-0.10377,-0.322783,0.813459
-0.0395412,-0.305315,0.757637
-0.138159,-0.233641,0.856779
-0.0941032,-0.199642,0.839374
-0.0133887,-0.210277,0.821371
-0.049266,-0.221871,0.844506
-0.032644,-0.292625,0.770829
-0.137362,-0.315155,0.805863
-0.100542,-0.320247,0.826067
-0.100741,-0.323661,0.825636
-0.0622808,-0.323563,0.802114
-0.129105,-0.254442,0.823063
-0.0328017,-0.313596,0.755272
0.0489476,0.121635,0.0375806
0.0602624,0.106845,0.00789157
0.0212336,0.114757,0.00335565
0.0392304,0.0973837,-0.0036377
0.0338228,0.120843,0.0179615
0.0365046,0.0938743,-0.00479448
0.050207,0.126553,0.0140033
0.0542432,0.122593,0.0381955
0.06329,0.102044,0.0151118
0.00734856,0.115898,0.00659805
-0.0312697,0.105583,0.0290263
0.00934915,0.108571,0.0162703
-0.00238444,0.136651,-0.000621306
0.00532991,0.101796,-0.010021
0.0168243,0.116834,-0.00435916
